run_name,model,phase,params.classes,params.val_rows,params.train_rows,params.used_SMOTE,params.n_features,params.test_rows,params.clf__max_iter,params.clf__penalty,params.clf__solver,params.clf__multi_class,params.clf__C,params.best_clf__min_samples_leaf,params.best_clf__n_estimators,model,phase,params.best_clf__max_depth,params.best_clf__class_weight,params.best_clf__max_features,params.best_clf__C,params.best_clf__solver,params.best_clf__penalty,params.clf__max_depth,params.clf__min_samples_leaf,params.clf__n_estimators,params.clf__max_features,params.clf__min_samples_split,params.clf__colsample_bytree,params.clf__learning_rate,params.clf__subsample,params.best_clf__subsample,params.best_clf__reg_lambda,params.best_clf__colsample_bytree,params.best_clf__learning_rate,params.best_clf__criterion,params.best_clf__min_samples_split,params.clf__criterion,params.grid_model,params.scoring,params.demo,metrics.train_accuracy,metrics.train_f1_macro,metrics.test_f1_macro,metrics.val_f1_macro,metrics.val_f1_weighted,metrics.val_accuracy,metrics.test_f1_weighted,metrics.test_accuracy,metrics.train_f1_weighted,metrics.val_mean_AUC,metrics.val_mean_AP,metrics.test_mean_AP,metrics.train_mean_AP,metrics.test_mean_AUC,metrics.train_mean_AUC,metrics.best_cv_f1_macro,metrics.accuracy
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"0,1,2",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"Down,Sideways,Up",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"Down,Sideways,Up",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression,,,"Down,Sideways,Up",2769,12279,True,17,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41949670168580505,0.4083540205318988,0.4451445382334774,0.36008103518036944,0.41710983573283644,0.4633441675695197,0.5040859615045794,0.5097684515195369,0.40835402053189873,,,,,,,,
LogisticRegression-GRID-BEST,,,,,,,,,2000,l2,lbfgs,multinomial,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249924530515424,0.34471907422710163,0.40068438873379847,0.4460093896713615,0.4852355921574041,0.4873371924746744,,,,,,,,,
LogisticRegression-GRID-BEST,,,,,,,,,2000,l2,lbfgs,multinomial,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249924530515424,0.34471907422710163,0.40068438873379847,0.4460093896713615,0.4852355921574041,0.4873371924746744,,,,,,,,,
LogisticRegression-GRID-BEST,,,,,,,,,2000,l2,lbfgs,multinomial,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249924530515424,0.34471907422710163,0.40068438873379847,0.4460093896713615,0.4852355921574041,0.4873371924746744,,,,,,,,,
LogisticRegression-GRID-BEST,,,,,,,,,2000,l2,lbfgs,multinomial,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249924530515424,0.34471907422710163,0.40068438873379847,0.4460093896713615,0.4852355921574041,0.4873371924746744,,,,,,,,,
LogisticRegression-GRID-BEST,,,,,,,,,2000,l2,lbfgs,multinomial,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249924530515424,0.34471907422710163,0.40068438873379847,0.4460093896713615,0.4852355921574041,0.4873371924746744,,,,,,,,,
Random Forest-tuned_retrain-20250816-114757,Random Forest,tuned_retrain,"Down,Sideway,Up",2769,8425,,16,2764,,,,,,5,150,Random Forest,tuned_retrain,12,balanced_subsample,sqrt,,,,,,,,,,,,,,,,,,,,,,0.7249851632047478,0.7256159545565323,0.41545557139519723,0.7805921638166228,0.7817695526206158,0.7804261466233298,0.4295977179977586,0.44283646888567296,0.7261758332610793,0.9143808997761531,0.8596799932319872,0.41862394028420447,0.79991596041419,0.6053583479728067,0.8785678370262574,,
Random Forest-tuned_retrain-20250816-103133,Random Forest,tuned_retrain,"Down,Sideway,Up",2769,8425,,16,2764,,,,,,5,150,Random Forest,tuned_retrain,12,balanced_subsample,sqrt,,,,,,,,,,,,,,,,,,,,,,0.7249851632047478,0.7256159545565323,0.41545557139519723,0.7805921638166228,0.7817695526206158,0.7804261466233298,0.4295977179977586,0.44283646888567296,0.7261758332610793,0.9143808997761531,0.8596799932319872,0.41862394028420447,0.79991596041419,0.6053583479728067,0.8785678370262574,,
Random Forest-baseline-20250816-101532,Random Forest,tuned_retrain,"Down,Sideway,Up",2769,8425,,16,2764,,,,,,5,150,Random Forest,tuned_retrain,12,balanced_subsample,sqrt,,,,,,,,,,,,,,,,,,,,,,0.7249851632047478,0.7256159545565323,0.41545557139519723,0.7805921638166228,0.7817695526206158,0.7804261466233298,0.4295977179977586,0.44283646888567296,0.7261758332610793,0.9143808997761531,0.8596799932319872,0.41862394028420447,0.79991596041419,0.6053583479728067,0.8785678370262574,,
Random Forest-baseline-20250816-100900,Random Forest,tuned_retrain,"Down,Sideway,Up",2769,8425,,16,2764,,,,,,5,150,Random Forest,tuned_retrain,12,balanced_subsample,sqrt,,,,,,,,,,,,,,,,,,,,,,0.7249851632047478,0.7256159545565323,0.41545557139519723,0.7805921638166228,0.7817695526206158,0.7804261466233298,0.4295977179977586,0.44283646888567296,0.7261758332610793,0.9143808997761531,0.8596799932319872,0.41862394028420447,0.79991596041419,0.6053583479728067,0.8785678370262574,,
Random Forest-baseline-20250816-095021,Random Forest,tuned_retrain,"Down,Sideway,Up",2769,8425,,16,2764,,,,,,5,150,Random Forest,tuned_retrain,12,balanced_subsample,sqrt,,,,,,,,,,,,,,,,,,,,,,0.7249851632047478,0.7256159545565323,0.41545557139519723,0.7805921638166228,0.7817695526206158,0.7804261466233298,0.4295977179977586,0.44283646888567296,0.7261758332610793,0.9143808997761531,0.8596799932319872,0.41862394028420447,0.79991596041419,0.6053583479728067,0.8785678370262574,,
Logistic (linear)-tuned_retrain-20250816-114645,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,1.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.34932092854836033,0.40550926169821494,0.38746220463595044,0.39120562536124986,0.419284940411701,0.41859796559477147,0.4345151953690304,0.34367493166385127,0.6013966235354473,0.4187275449924461,0.4278531284083547,0.3929165798046996,0.6186651332352272,0.5702052578758543,,
Logistic (linear)-tuned_retrain-20250816-103020,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,1.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.34932092854836033,0.40550926169821494,0.38746220463595044,0.39120562536124986,0.419284940411701,0.41859796559477147,0.4345151953690304,0.34367493166385127,0.6013966235354473,0.4187275449924461,0.4278531284083547,0.3929165798046996,0.6186651332352272,0.5702052578758543,,
Logistic (linear)-baseline-20250816-101421,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,1.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.34932092854836033,0.40550926169821494,0.38746220463595044,0.39120562536124986,0.419284940411701,0.41859796559477147,0.4345151953690304,0.34367493166385127,0.6013966235354473,0.4187275449924461,0.4278531284083547,0.3929165798046996,0.6186651332352272,0.5702052578758543,,
Logistic (linear)-baseline-20250816-100737,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,1.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.34932092854836033,0.40550926169821494,0.38746220463595044,0.39120562536124986,0.419284940411701,0.41859796559477147,0.4345151953690304,0.34367493166385127,0.6013966235354473,0.4187275449924461,0.4278531284083547,0.3929165798046996,0.6186651332352272,0.5702052578758543,,
Logistic (linear)-baseline-20250816-094911,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,1.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.34932092854836033,0.40550926169821494,0.38746220463595044,0.39120562536124986,0.419284940411701,0.41859796559477147,0.4345151953690304,0.34367493166385127,0.6013966235354473,0.4187275449924461,0.4278531284083547,0.3929165798046996,0.6186651332352272,0.5702052578758543,,
Logistic (linear)-baseline-20250816-093934,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,3.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.3493284762938871,0.40517330982348954,0.38802726213197075,0.39173682540277377,0.4196460816179126,0.41823496337682264,0.4341534008683068,0.34368065908926193,0.6014007948855656,0.4187518401712181,0.42783168038162467,0.3929335474386814,0.618646111218533,0.5702075383919308,,
Logistic (linear)-baseline-20250816-090953,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,3.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.3493284762938871,0.40517330982348954,0.38802726213197075,0.39173682540277377,0.4196460816179126,0.41823496337682264,0.4341534008683068,0.34368065908926193,0.6014007948855656,0.4187518401712181,0.42783168038162467,0.3929335474386814,0.618646111218533,0.5702075383919308,,
Logistic (linear)-baseline-20250816-060139,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,balanced,,3.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.37804154302670623,0.3493284762938871,0.40517330982348954,0.38802726213197075,0.39173682540277377,0.4196460816179126,0.41823496337682264,0.4341534008683068,0.34368065908926193,0.6014007948855656,0.4187518401712181,0.42783168038162467,0.3929335474386814,0.618646111218533,0.5702075383919308,,
Logistic (linear)-baseline-20250816-080751,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,None,,3.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.38124629080118694,0.3117986334029734,0.3897186085542618,0.34629723518612404,0.3582145240987181,0.4225352112676056,0.40769415507525736,0.4392185238784371,0.3165959603707693,0.6013969355916612,0.4187420493737129,0.42787654073022274,0.3928421854771029,0.6185510518974765,0.5702133231466274,,
Logistic (linear)-baseline-20250816-054647,Logistic (linear),tuned_retrain,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),tuned_retrain,,None,,3.0,lbfgs,l2,,,,,,,,,,,,,,,,,,,0.38124629080118694,0.3117986334029734,0.3897186085542618,0.34629723518612404,0.3582145240987181,0.4225352112676056,0.40769415507525736,0.4392185238784371,0.3165959603707693,0.6013969355916612,0.4187420493737129,0.42787654073022274,0.3928421854771029,0.6185510518974765,0.5702133231466274,,
Logistic (linear)-baseline-20250816-114548,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-102929,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-101333,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-100641,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-094821,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-093839,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-090857,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-080649,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-075024,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-074722,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-064611,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-062924,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-062756,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-054044,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-054008,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
Logistic (linear)-baseline-20250816-053923,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,,,,,,,,
Logistic (linear)-baseline-20250816-053551,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,,,,,,,,
Logistic (linear)-baseline-20250816-042145,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,,,,,,,,
Logistic (linear)-baseline-20250816-041231,Logistic (linear),baseline,"Down,Sideway,Up",2769,8425,,7,2764,,,,,,,,Logistic (linear),baseline,,,,,,,,,,,,,,,,,,,,,,,,,0.3886053412462908,0.3361690755919087,0.38764464459662085,0.3165961560809623,0.3004866101507807,0.37919826652221017,0.38980307163692646,0.4157018813314038,0.3399433115733509,0.584523662126153,0.4098556137177136,0.4174220013839287,0.3951394355643545,0.611285976960289,0.5732541350946306,,
